"id_cust","recency","frequency","monetary"
"926716264",92,2,40909
"1386767122",39,10,62730
"36777607",3,1,1136
"306816564",6,2,22728
"496816598",49,1,22727
"1386883528",138,1,1364
"486925077",14,4,59091
"1326999155",102,8,290909
"299000600",15,3,52430
"569137470",56,1,56818
"1399151163",139,1,1364
"909151781",90,2,18182
"1419166898",110,2,19546
"1349196140",86,3,5001
"909389048",90,1,1364
"1269401340",20,5,38636
"1259403264",42,15,190907
"709456874",39,3,6819
"899740984",89,1,1364
"1219842043",53,5,313635
"439880611",43,1,2273
"419946171",23,3,40909
"399966011",39,1,12727
"1322101049",102,7,314545
"62279155",6,1,22727
"1252469562",99,3,54545
"272492222",27,1,1364
"1432506007",143,2,31818
"1392680893",19,2,22728
"1344143252",134,2,88182
"624155129",40,4,100908
"194198285",9,5,63635
"324212346",32,1,28182
"464885627",46,1,62727
"55077795",5,1,10500
"1125577760",112,1,2273
"326000020",30,3,68181
"1177836621",117,1,22727
"407901131",40,3,38181
"1321786206",125,3,7273
"1181804471",6,3,4092
"401808501",40,1,1364
"891822717",4,5,55910
"1181844099",89,12,163183
"901860681",90,1,54545
"1501882912",61,5,10228
"1421883651",138,2,61000
"45403583",3,3,31819
"865505900",86,1,11364
"415613541",41,1,4545
"985862948",97,3,7273
"1245884360",124,1,9091
"1475898804",146,2,25000
"901005641",90,1,9091
"1431007061",82,11,174999
"451007062",45,1,1136
"1131018972",113,1,1364
"1081022314",106,2,2728
"1241023709",61,11,56819
"1381031660",138,1,4545
"1181049097",4,2,5681
"1391054237",119,6,8184
"741060358",74,1,9091
"1051070905",15,4,15910
"901081582",90,1,1364
"1411081654",3,12,80683
"1391089093",139,1,9091
"821097948",65,3,4092
"411098838",41,1,1364
"1101244371",90,3,18181
"1381245314",39,4,13183
"891401923",89,2,10455
"141444750",14,2,31818
"911663655",91,1,9091
"391669497",39,1,1364
"41761266",4,1,1136
"781761471",78,2,18182
"1091762076",109,1,9091
"191764849",14,4,7955
"281767506",28,2,13637
"1141787008",114,1,18182
"1122341608",104,6,13638
"1432344489",108,3,34091
"1002585201",100,1,1136
"52864593",5,1,2273
"1283508723",128,1,22727
"1253525399",125,1,1136
"1033527901",103,2,4546
"163562878",16,1,20850
"1393585615",139,1,9091
"1145048044",114,1,1364
"765048563",72,8,47729
"1165067869",13,5,28410
"1385068845",131,4,14773
"1385504262",68,5,18409
"1495519431",84,14,71819
"1395570362",139,1,9091
"415818015",41,3,4092
"965821839",82,5,61364
"415838983",41,1,4545
"1175840803",117,2,2728
"1055856827",105,3,20910
"985880350",33,2,3409
"415883889",41,1,1364
"1315884628",131,2,25000
"1445892738",6,14,92274
"155898239",15,1,20850
"155917383",15,1,20850
"415923074",41,2,9090
"1175937494",117,3,7273
"1455940418",145,1,2273
"1465980639",25,13,92046
"1215999543",100,2,2272
"1466001139",49,12,25002
"896022773",89,3,22727
"1476035516",105,7,48864
"1456035526",73,29,301135
"1196066517",115,2,2728
"776086925",24,4,36364
"1016098952",101,1,9091
"1356432807",65,5,11365
"146848194",14,1,1136
"1336854609",30,8,115909
"718075277",14,7,106818
"948157787",94,4,55681
"118266660",11,1,2273
"1088434392",108,1,22727
"988508764",98,1,2273
"1128552085",112,1,4545
"1398554675",40,8,52275
"78563449",7,1,1136
"908567270",89,3,45455
"1398587596",139,1,1364
"248595783",24,1,20850
"1458609530",51,26,95458
"1418780687",111,6,12501
"1458904805",145,1,56818
"1178909609",117,1,4545
"1268950063",126,2,31000
"1297910766",129,2,21460
"1218081893",121,1,2727
"1428858425",142,2,61000
"1211224045",106,2,41150
"871226285",87,1,16500
"1481714263",136,6,27271
"1172000451",117,2,81818
"1072225989",107,1,20500
"1502662367",150,1,10500
"1062826195",106,1,16500
"382927872",24,2,41700
"902993907",90,1,54545
"113067999",8,2,41700
"1253539574",9,4,83400
"1253581106",125,1,20500
"193790388",19,1,20850
"885033099",88,1,10500
"88788288",6,4,515000
"418945920",41,1,9091
"1461030892",144,5,81250
"1391056489",89,13,40000
"1301063807",130,1,1250
"1441076301",83,7,60000
"181077861",18,1,1136
"581088322",58,1,2273
"831090609",14,13,139204
"1131093973",113,1,2500
"111141818",10,2,25000
"961142455",96,3,88750
"471143128",47,2,45454
"511148807",51,1,2273
"1421160742",128,6,11250
"1061183184",106,1,23636
"1431194174",143,1,1250
"1101195024",7,8,44092
"1251200660",67,13,85000
"1151208094",93,2,3750
"481210350",48,1,22727
"1181215024",116,3,141818
"101217119",10,2,57954
"941240321",94,2,5000
"1041249081",62,7,75227
"1491250834",7,11,38183
"221256338",22,1,56818
"181261819",18,3,6819
"1501270090",148,2,2500
"421287382",20,2,45454
"531295471",53,1,113636
"1031300232",7,13,289886
"1411306287",19,4,18637
"1441313426",144,1,10000
"611319109",61,2,177273
"991323227",25,6,18522
"971351266",97,1,2500
"1471353326",147,1,2500
"1321370692",87,6,46250
"1081413545",98,3,6250
"1051416623",105,1,2500
"1461418502",9,21,60909
"951425988",95,1,10000
"1001429680",100,1,1250
"1481432372",148,2,2500
"1411438780",141,1,12500
"411439943",41,6,39773
"911441701",91,1,6250
"1361441820",136,1,12500
"831477344",83,1,2500
"91517285",8,2,23863
"231524901",23,1,1136
"1021525346",102,1,1250
"251527962",16,3,11363
"421537401",41,2,18182
"991541063",26,8,31478
"1061561119",99,2,20000
"471569463",47,1,1136
"311576394",31,2,13637
"91583020",9,1,11818
"611586569",4,5,39773
"141595497",6,7,77273
"1391597164",139,2,3750
"71601753",7,1,11364
"981605506",14,9,89318
"131608504",13,1,11364
"1421621007",126,3,30000
"1241624199",14,2,4773
"1461628920",146,1,2500
"991635545",99,1,2500
"251637965",22,3,15910
"1121640100",63,4,8636
"1481645197",148,1,2500
"231655434",23,1,2273
"1181680237",118,3,30000
"1481682860",27,4,39773
"151698951",12,3,56818
"811715282",50,3,17273
"1501725209",150,2,5000
"411729301",41,1,1136
"611734539",19,6,10227
"971737266",97,1,25000
"291739692",15,5,31819
"141764511",11,6,10227
"951764637",95,1,25000
"61770713",6,1,20500
"1471776446",136,2,12500
"1261787500",126,1,10000
"611791282",60,2,34091
"1051797932",105,1,23636
"991808619",99,3,5000
"131812704",11,5,45455
"1441812880",104,4,17500
"381814980",38,1,2273
"1041815913",104,1,1250
"981821281",98,1,25000
"1481838182",110,3,7500
"241838712",24,2,79545
"1171844545",117,2,23636
"1021855308",102,2,2500
"171857230",6,5,38637
"971866170",97,1,23636
"1101876803",110,1,2500
"641882471",11,2,3409
"281886114",4,6,18182
"581895212",57,4,17046
"1411896632",6,10,49319
"541900658",54,4,17046
"621908327",62,3,14773
"721932629",72,2,15000
"161949502",16,1,2273
"1081969115",108,1,1250
"1411975026",131,6,20000
"1311975231",122,2,20000
"981982406",98,1,1250
"911997018",91,1,2500
"581998099",58,1,2273
"602013286",60,2,4546
"272015170",27,2,70909
"1452017573",123,7,25000
"1052033463",104,3,7500
"72057438",7,1,9091
"1382066732",84,4,5000
"1142066921",114,1,2500
"1362074364",104,2,3750
"552084547",55,1,9091
"1302087227",81,9,40000
"532089094",53,1,2273
"982098655",22,3,26137
"1022100594",102,1,2500
"1432101235",143,1,12500
"1132102039",113,1,12500
"1412114512",120,7,52500
"432119946",43,1,22727
"1122124143",97,3,5000
"532135611",14,6,34092
"192138246",19,1,11364
"552143401",55,1,1136
"602145233",60,1,22727
"542152171",54,1,2273
"1112152179",111,1,11818
"1462154150",8,19,150113
"612156647",48,3,5682
"442158179",44,1,1136
"1382169281",138,1,25000
"1442184037",144,1,10000
"912208722",91,1,2500
"432219450",3,3,4545
"392219811",39,1,1136
"982226273",98,2,2500
"622228165",62,1,1136
"1022230072",102,1,1250
"592234056",59,1,1136
"1472235816",14,17,51136
"1282253835",5,5,32955
"472258640",4,15,184090
"1112259429",111,1,25000
"612261539",61,1,1136
"1462264971",146,1,12500
"1172267135",117,1,10000
"1502267146",147,8,42500
"592272623",59,1,1136
"142273623",14,2,10227
"1032274434",103,1,10000
"582274616",58,3,14773
"672276390",67,2,22500
"1032278706",103,1,2500
"942282378",94,1,2500
"52284496",5,4,7955
"1172285450",117,1,1250
"1482303102",148,1,5909
"142306703",9,3,27273
"142309826",14,1,9091
"592330154",59,1,1136
"992330709",68,3,37500
"102334662",10,1,22727
"642336330",25,4,6818
"1132340682",46,2,47272
"132361062",13,1,1136
"1452379153",145,1,25000
"252382120",25,2,2272
"82387439",8,1,2273
"1062395548",106,1,1250
"1462397956",92,4,32500
"1032404134",34,9,754500
"1142408025",114,1,2500
"1472408825",3,10,23296
"252412907",7,6,38635
"982420750",30,3,6136
"152425195",15,1,9091
"1342425657",114,5,48750
"1122426247",84,3,5000
"592426330",42,13,107956
"1462428031",146,1,10000
"402431247",40,2,45454
"252433967",25,1,1136
"112437030",11,1,1136
"772439338",77,2,12500
"1192439480",113,2,3750
"612441634",61,1,11364
"602442109",60,1,2273
"202447343",20,3,32954
"1042448135",104,1,2500
"842448974",84,1,62500
"992451217",79,4,20000
"1212451954",121,1,12500
"1122454984",112,1,10500
"822461051",82,3,7500
"282463120",10,4,17046
"1032464313",103,1,12500
"1472472176",7,20,136934
"1472477609",5,7,66023
"1122481391",103,2,50000
"1502481806",8,6,41023
"652484689",6,10,54548
"1432487795",83,4,55000
"762489636",76,5,45000
"1022489786",102,4,20000
"1112519336",51,2,35454
"522523472",52,1,2273
"292559149",29,1,2273
"1492568587",137,4,22500
"142572819",14,1,113636
"132575061",13,1,9091
"1342575181",134,1,1250
"952576305",95,1,10000
"1462578256",146,1,8500
"812585350",81,1,2500
"382589062",38,1,22727
"972607962",24,13,64545
"552609410",55,1,2273
"1102615569",110,1,2500
"1092615846",7,13,95910
"872615938",87,1,12500
"602616892",60,1,1136
"922617331",92,1,12500
"1152624072",115,1,2500
"1492624349",149,1,2500
"42632143",4,1,11364
"132638059",13,1,1136
"452642532",18,3,13637
"1492643595",149,1,2500
"1172661526",117,1,1250
"622665279",26,17,35230
"132667683",11,7,32956
"1312668234",7,14,60001
"1202670795",109,3,3750
"142672718",14,2,3409
"762675580",76,4,17500
"1022678155",101,2,11250
"152682410",15,1,2273
"882683116",88,1,2500
"112684561",11,1,11364
"282684694",28,1,1136
"1112688004",111,2,22500
"932688367",75,3,5000
"562700971",56,1,22727
"1042707466",104,1,10000
"1252707781",125,4,8750
"292714263",29,1,2273
"962715484",96,3,13750
"382720506",5,2,4546
"1362724330",66,9,18750
"1472725457",147,1,10000
"72731495",7,4,6818
"322737717",32,1,22727
"132749281",13,1,11364
"302765325",30,1,1136
"1442767540",67,2,5000
"1322769957",132,1,12500
"382772635",38,2,4546
"832775299",82,2,3750
"172776024",17,1,9091
"1472781389",147,4,8750
"752785878",75,1,62500
"1472787455",145,2,27500
"922789589",92,1,1250
"492794231",45,4,36364
"132794398",10,9,122727
"1472795621",147,1,12500
"142799512",14,2,12500
"592812995",38,5,115909
"1482840391",148,4,8750
"922848348",92,1,12500
"492848644",49,1,2273
"132851872",13,3,27273
"102852366",10,1,1136
"1432857683",143,2,3750
"1432873009",143,1,62500
"262875010",26,2,34091
"622877306",62,1,1136
"822901822",10,7,141136
"152914595",8,7,12500
"962916492",96,1,2500
"152923711",15,1,11364
"752937392",75,2,5000
"292948341",4,9,61365
"1422951815",82,6,25000
"1482954010",14,17,95000
"1252961088",118,3,87500
"302966899",20,4,14773
"222967249",22,1,2273
"562974457",14,6,31818
"932977998",52,2,2386
"822979636",82,3,17500
"282980242",28,1,11364
"1422986901",142,1,10000
"32998914",3,1,22727
"1023002848",102,1,25000
"743015075",40,23,417727
"563016450",56,4,7955
"143019720",13,2,2272
"53021225",5,3,6819
"273021254",27,1,2273
"753024163",75,1,12500
"1193028806",119,1,12500
"933029209",20,4,4658
"1363029905",48,7,36363
"623070336",59,3,5682
"473072350",47,2,130000
"333084196",18,2,41700
"143084560",14,1,2273
"1473095810",11,10,47614
"283096944",28,2,70909
"613103622",27,2,22728
"1433118620",143,1,2500
"1503120140",14,9,63523
"153138075",15,1,1136
"153140294",15,1,1136
"1433147050",11,36,171363
"1463157229",58,8,59091
"1483254194",148,2,2500
"53255831",5,1,20850
"943266817",94,1,10000
"1013281704",67,7,22500
"453289394",13,7,25002
"1143289573",13,6,33523
"1403302982",39,11,40001
"83305295",8,1,11818
"1043324057",104,2,3750
"573362274",55,3,36364
"853425691",85,1,12500
"943456890",94,1,12500
"1503458452",149,2,12500
"113459724",11,1,118182
"973463263",97,1,2500
"1153501535",92,2,22500
"393502096",39,1,2273
"113505026",4,8,104545
"613513280",5,9,17046
"1303520067",24,4,28864
"513529098",50,3,40909
"1253532109",83,4,6250
"1143540588",114,1,6250
"543545770",39,2,13637
"903548329",90,1,10000
"1393562671",139,2,15000
"1303563850",130,1,2500
"973570587",97,3,7500
"1023577817",102,1,12500
"113578913",11,1,11364
"1053580902",105,1,12500
"863587636",38,7,25001
"1023589094",102,1,12500
"623592421",43,6,22729
"383593192",38,1,11364
"1373596524",137,1,2500
"1473613121",108,6,55000
"1003627321",49,3,35341
"1273705801",27,32,130115
"813707735",28,3,3522
"993717843",99,2,15000
"973719210",97,1,10000
"983721887",96,3,3750
"1453725564",138,8,17500
"583727576",55,2,45454
"63728779",6,1,1136
"63732912",6,5,20456
"273743427",27,2,12500
"1013745313",101,1,10000
"563757051",53,3,32954
"1343765528",134,1,1250
"963770797",93,2,2500
"1023779375",53,4,8523
"1193783096",102,2,2500
"1453787942",145,2,27500
"1493790302",149,1,10000
"963792948",96,2,3750
"1113797662",65,5,18750
"163799418",14,4,92045
"1503799504",142,8,57500
"1173801785",11,2,2386
"383805638",38,1,1136
"763813734",76,2,3750
"1423818009",105,4,50000
"403822070",40,1,2273
"393823089",39,2,2272
"593823268",59,1,2273
"1353825117",133,2,5000
"1023831181",45,2,25227
"933831795",93,1,1250
"1123836735",112,1,1250
"1403837899",68,4,8750
"1043839317",103,2,3750
"1093839363",14,6,30795
"1153841977",99,11,31250
"273844878",27,1,20500
"653845473",7,3,29546
"503846316",50,4,13636
"303849547",30,4,28409
"993850908",99,1,1250
"953852633",95,3,7500
"633853638",63,1,2273
"63856264",6,1,1136
"733857986",73,1,2500
"1103859498",3,7,130455
"1413859717",141,1,2500
"1003867045",100,1,2500
"1473868160",137,2,12500
"133868206",13,1,9091
"1463870049",145,5,10000
"583872780",58,2,65909
"543874366",54,2,45454
"43880853",4,1,9091
"1023881537",96,6,15000
"273886210",27,1,11364
"983887924",88,7,16250
"1163890307",52,3,3636
"1443890984",144,1,1250
"543891788",54,1,1136
"843892104",84,1,1250
"283892108",28,1,1136
"783892127",75,2,2500
"223892612",21,6,12501
"1463893969",146,1,1250
"1473894932",7,8,50000
"1163895068",116,1,12500
"1083897636",96,6,48750
"993908079",6,31,94889
"313912920",31,1,1136
"533914623",23,4,6818
"1243921928",110,6,42500
"1493922758",149,2,15000
"1473922892",147,1,10000
"983922946",98,2,5000
"1493925473",145,5,22500
"403931257",40,1,2273
"1163932364",116,1,1250
"253935661",14,2,10227
"963948893",12,4,18523
"43952930",3,8,86363
"983956920",98,1,1250
"1423965530",142,1,10000
"133969101",13,1,9091
"1433972791",97,7,8750
"943976368",94,1,25000
"1023984010",102,2,2500
"563985077",56,2,4546
"984010608",98,1,1250
"154026107",9,2,45454
"204034606",20,2,2272
"1144037509",7,21,66933
"1464045084",146,1,12500
"1484051099",103,4,53750
"504053745",50,1,1136
"204056370",20,1,22727
"1244058179",124,1,10000
"224058416",22,2,31818
"944061039",12,9,37728
"144063029",14,1,1136
"1234095983",102,5,56250
"944096273",94,2,20000
"534096290",8,14,122729
"624106703",62,1,2273
"134112749",13,1,9091
"74120343",4,5,38636
"254122848",25,1,2273
"114125549",5,4,35227
"164134663",4,12,35230
"434141137",11,17,77275
"1194178714",100,2,5000
"1074379362",104,3,17500
"394382155",39,1,2273
"94394086",9,1,23636
"884509883",88,1,12500
"1064515836",106,2,22500
"134518636",13,1,2273
"1474527415",100,4,30000
"1444528499",116,6,41250
"1014530217",101,1,1250
"564534053",56,1,9091
"984534380",63,4,8636
"414539840",41,3,6819
"1444554725",144,2,2500
"454567281",45,3,4545
"1504570162",102,2,2500
"124570484",12,2,25000
"554572406",55,1,11364
"1024573123",102,1,12500
"884574599",86,8,40000
"184581040",18,1,9091
"1174583160",117,2,75000
"1484584138",13,24,339546
"1274587057",126,6,222500
"124588618",7,12,209091
"1504590878",98,2,3750
"144592409",14,1,11364
"1194644765",20,4,84091
"554646272",55,1,11818
"1234646490",9,13,65227
"404709249",40,1,2273
"1314726855",7,14,61820
"1114729701",69,4,18750
"1184768983",118,2,5000
"84807543",8,2,45454
"264810258",3,26,452270
"1484834770",148,1,12500
"1114853236",111,1,25000
"1464860184",13,13,75909
"254877190",10,4,38637
"414927995",13,2,18182
"184955969",6,9,20457
"1464958538",95,2,3750
"624959760",45,5,5680
"1135006457",113,4,20000
"75017966",7,2,45454
"1465022865",14,14,171931
"545030188",54,1,22727
"565030293",17,2,20455
"1365042706",136,1,2500
"1465052660",129,2,3750
"845062212",80,2,26250
"835063554",83,1,1250
"145064590",14,1,1136
"1475085778",65,6,66477
"595096630",59,1,1136
"535098452",53,2,4546
"615102387",61,1,2273
"115103860",11,1,2273
"635125545",20,11,44319
"1465129748",129,4,8750
"585136343",58,2,4546
